class,image_path,name,xmax,xmin,ymax,ymin
7,adb0aceb468327e4ed5c93ea7e55281b.jpg,BAD_BILLBOARD,887,800,155,105
3,adb0aceb468327e4ed5c93ea7e55281b.jpg,GARBAGE,487,406,328,291
3,adb0aceb468327e4ed5c93ea7e55281b.jpg,GARBAGE,263,165,443,381
3,575c5586c16cb5565722ac807e219596.jpg,GARBAGE,313,260,224,182
2,f83586a01049c065de6c2b6f15f2e7b7.jpg,POTHOLES,589,429,484,290
2,f83586a01049c065de6c2b6f15f2e7b7.jpg,POTHOLES,606,443,556,418
2,f83586a01049c065de6c2b6f15f2e7b7.jpg,POTHOLES,475,314,391,253
3,66eebca8a09f02a29fc9fceb5c5302fb.jpg,GARBAGE,655,570,318,261
3,75f0ce35c3dbc712ad30459769e19074.jpg,GARBAGE,368,265,253,192
2,75f0ce35c3dbc712ad30459769e19074.jpg,POTHOLES,900,523,571,406
3,c523882d12a199c70980e7a876d135a5.jpg,GARBAGE,266,166,272,211
3,c523882d12a199c70980e7a876d135a5.jpg,GARBAGE,119,38,295,223
3,c523882d12a199c70980e7a876d135a5.jpg,GARBAGE,81,-3,294,226
3,c523882d12a199c70980e7a876d135a5.jpg,GARBAGE,220,105,294,211
3,c523882d12a199c70980e7a876d135a5.jpg,GARBAGE,419,363,432,369
3,c523882d12a199c70980e7a876d135a5.jpg,GARBAGE,321,243,545,481
2,7d5cfbab77c4417ea9b352c74a74a0dc.jpg,POTHOLES,568,150,571,376
3,3c1e23098dc1be734cf3ced80b4780e6.jpg,GARBAGE,639,492,289,198
2,3c1e23098dc1be734cf3ced80b4780e6.jpg,POTHOLES,553,473,455,261
2,3c1e23098dc1be734cf3ced80b4780e6.jpg,POTHOLES,603,442,583,339
2,02756c5981bbc4a4ed10cd9425072241.jpg,POTHOLES,757,471,427,225
3,02756c5981bbc4a4ed10cd9425072241.jpg,GARBAGE,851,756,276,199
2,88b1d561ebd0d5fa51ca821c08a9f87a.jpg,POTHOLES,709,548,401,279
2,88b1d561ebd0d5fa51ca821c08a9f87a.jpg,POTHOLES,775,576,543,317
7,6b776997a30af2ee865a27a4ba4efc31.jpg,BAD_BILLBOARD,705,614,191,134
7,74a498ae6e11b07fcec39deecf5b2af8.jpg,BAD_BILLBOARD,236,115,190,130
7,2ccb819c4a9ea5d02d1631454cc051e3.jpg,BAD_BILLBOARD,666,573,205,114
7,2ccb819c4a9ea5d02d1631454cc051e3.jpg,BAD_BILLBOARD,622,541,181,104
2,0437989fdcc7de4565e83fed15f378f2.jpg,POTHOLES,451,253,486,318
2,0437989fdcc7de4565e83fed15f378f2.jpg,POTHOLES,609,359,558,400
2,9cc5354fee7fa1c29b6c0b2267022565.jpg,POTHOLES,618,463,339,198
2,9cc5354fee7fa1c29b6c0b2267022565.jpg,POTHOLES,693,501,437,241
2,9cc5354fee7fa1c29b6c0b2267022565.jpg,POTHOLES,523,330,325,225
3,7b982023eb6bf02d90d1c07a6b591863.jpg,GARBAGE,397,297,327,261
3,7b982023eb6bf02d90d1c07a6b591863.jpg,GARBAGE,412,353,311,278
3,5b131f076c0749427939d63085fe94e2.jpg,GARBAGE,1061,589,283,54
3,5b131f076c0749427939d63085fe94e2.jpg,GARBAGE,623,506,318,262
3,5b131f076c0749427939d63085fe94e2.jpg,GARBAGE,571,421,246,126
3,e657bfa1ecb96a67253acd5aefd196bc.jpg,GARBAGE,499,439,256,215
3,e657bfa1ecb96a67253acd5aefd196bc.jpg,GARBAGE,883,805,257,206
3,e657bfa1ecb96a67253acd5aefd196bc.jpg,GARBAGE,141,68,288,216
3,e657bfa1ecb96a67253acd5aefd196bc.jpg,GARBAGE,377,314,300,259
3,8d31b47a8c30844167c02e451acc1d16.jpg,GARBAGE,649,528,471,384
9,1cb5970d334c2ddb31061f7708f6c9f4.jpg,CLUTTER_SIDEWALK,296,-84,537,313
9,1cb5970d334c2ddb31061f7708f6c9f4.jpg,CLUTTER_SIDEWALK,647,264,564,402
3,1cb5970d334c2ddb31061f7708f6c9f4.jpg,GARBAGE,701,620,469,400
3,1cb5970d334c2ddb31061f7708f6c9f4.jpg,GARBAGE,747,678,475,409
2,e0dce0209af2aee8a24115f00ce17bd6.jpg,POTHOLES,516,365,326,252
2,e0dce0209af2aee8a24115f00ce17bd6.jpg,POTHOLES,345,179,303,211
2,e0dce0209af2aee8a24115f00ce17bd6.jpg,POTHOLES,688,531,398,288
9,cfb424a0ac8cf50dc3bb2997366a8d34.jpg,CLUTTER_SIDEWALK,964,549,354,237
9,cfb424a0ac8cf50dc3bb2997366a8d34.jpg,CLUTTER_SIDEWALK,669,448,346,244
9,cfb424a0ac8cf50dc3bb2997366a8d34.jpg,CLUTTER_SIDEWALK,301,51,335,260
3,a610874b0be367ca7ea29066966b3af6.jpg,GARBAGE,219,140,311,258
3,b26faa9f159470b5e74ef9e22a6242bf.jpg,GARBAGE,426,354,237,179
2,b26faa9f159470b5e74ef9e22a6242bf.jpg,POTHOLES,637,376,593,289
3,f31b4dce9605f1f01de47beba83269bd.jpg,GARBAGE,870,745,320,232
3,f31b4dce9605f1f01de47beba83269bd.jpg,GARBAGE,988,840,333,260
3,80466de79bc36324952237b631489829.jpg,GARBAGE,885,739,345,198
3,9d5700e2582c128a35a99f0d34403a60.jpg,GARBAGE,323,226,426,343
3,9d5700e2582c128a35a99f0d34403a60.jpg,GARBAGE,681,572,425,345
7,118072aab9352e2aaea5039fef470d2f.jpg,BAD_BILLBOARD,835,602,196,106
7,118072aab9352e2aaea5039fef470d2f.jpg,BAD_BILLBOARD,710,594,200,129
7,118072aab9352e2aaea5039fef470d2f.jpg,BAD_BILLBOARD,668,565,200,154
3,ddf523beb18a11c77462c3fa072b41bd.jpg,GARBAGE,725,588,357,229
7,3fbf11cf16ecd1bbd2b452e6da260494.jpg,BAD_BILLBOARD,1005,742,236,126
7,3fbf11cf16ecd1bbd2b452e6da260494.jpg,BAD_BILLBOARD,815,725,213,161
7,3fbf11cf16ecd1bbd2b452e6da260494.jpg,BAD_BILLBOARD,345,229,233,168
3,557f540d19ffccb1a1f31270fbea0a73.jpg,GARBAGE,786,710,226,162
8,624a1af8fd090e6bf6261b86ccfb7256.jpg,SAND_ON_ROAD,428,317,274,207
8,624a1af8fd090e6bf6261b86ccfb7256.jpg,SAND_ON_ROAD,640,558,327,267
2,9f16045d01612e10fdc4bc3156f70cca.jpg,POTHOLES,378,214,291,195
2,9f16045d01612e10fdc4bc3156f70cca.jpg,POTHOLES,308,120,372,256
2,9f16045d01612e10fdc4bc3156f70cca.jpg,POTHOLES,798,654,298,208
3,9f16045d01612e10fdc4bc3156f70cca.jpg,GARBAGE,753,667,370,303
7,4aa3a2ff5a4e1ff09abd0418391640a1.jpg,BAD_BILLBOARD,947,814,162,65
3,4aa3a2ff5a4e1ff09abd0418391640a1.jpg,GARBAGE,135,80,301,253
9,307bbf189a544c156283f2bcb035ef05.jpg,CLUTTER_SIDEWALK,563,79,321,203
9,307bbf189a544c156283f2bcb035ef05.jpg,CLUTTER_SIDEWALK,894,435,330,215
3,307bbf189a544c156283f2bcb035ef05.jpg,GARBAGE,755,672,310,216
7,9ae8d142e5fd61a7cf668a773fb6b081.jpg,BAD_BILLBOARD,906,740,124,22
7,9ae8d142e5fd61a7cf668a773fb6b081.jpg,BAD_BILLBOARD,689,617,174,133
3,cadedb5156ea592f96bccfe7aa166d35.jpg,GARBAGE,133,13,281,217
3,cadedb5156ea592f96bccfe7aa166d35.jpg,GARBAGE,561,412,276,199
3,cadedb5156ea592f96bccfe7aa166d35.jpg,GARBAGE,645,524,286,189
9,cadedb5156ea592f96bccfe7aa166d35.jpg,CLUTTER_SIDEWALK,585,114,292,198
4,c562f0c3a402e1f7f1e52e1d6838af59.jpg,CONSTRUCTION_ROAD,554,343,259,118
4,c562f0c3a402e1f7f1e52e1d6838af59.jpg,CONSTRUCTION_ROAD,808,536,259,130
4,c562f0c3a402e1f7f1e52e1d6838af59.jpg,CONSTRUCTION_ROAD,1010,676,279,120
3,c562f0c3a402e1f7f1e52e1d6838af59.jpg,GARBAGE,476,324,324,219
9,c9ec3d0e81294a9a4af49beac042d18e.jpg,CLUTTER_SIDEWALK,617,131,322,166
3,c9ec3d0e81294a9a4af49beac042d18e.jpg,GARBAGE,240,154,243,198
3,c9ec3d0e81294a9a4af49beac042d18e.jpg,GARBAGE,309,276,250,217
7,be4234a612b92bc504226ca1a26aae50.jpg,BAD_BILLBOARD,420,266,227,132
8,0c74e04cdffb72672ae1e33aaea01fe0.jpg,SAND_ON_ROAD,676,475,297,141
3,71ed889ab7546cda504360387a9556f5.jpg,GARBAGE,248,166,288,227
3,d25e4d1110c2929140a755e4ab9a6eb1.jpg,GARBAGE,390,256,389,312
3,d25e4d1110c2929140a755e4ab9a6eb1.jpg,GARBAGE,71,9,352,281
4,1895db9214006d4e8e0df2fbce408354.jpg,CONSTRUCTION_ROAD,442,-19,336,150
4,1895db9214006d4e8e0df2fbce408354.jpg,CONSTRUCTION_ROAD,666,251,292,175
4,1895db9214006d4e8e0df2fbce408354.jpg,CONSTRUCTION_ROAD,846,530,297,153
9,c60d7166575594c2a1b81b986c1d3448.jpg,CLUTTER_SIDEWALK,574,134,337,195
9,c60d7166575594c2a1b81b986c1d3448.jpg,CLUTTER_SIDEWALK,978,446,343,202
0,912c9163ff288d79c52acbaacd1a98b5.jpg,GRAFFITI,191,101,212,148
0,912c9163ff288d79c52acbaacd1a98b5.jpg,GRAFFITI,262,159,226,144
3,af4ca7cd330f1bc3700303b84c58073a.jpg,GARBAGE,892,781,242,178
3,af4ca7cd330f1bc3700303b84c58073a.jpg,GARBAGE,826,761,231,180
4,c19325a1558841e4def3ecd7b5b6494f.jpg,CONSTRUCTION_ROAD,808,270,260,144
3,dec0438512ab328da52e60fbc9257541.jpg,GARBAGE,906,722,433,346
3,dec0438512ab328da52e60fbc9257541.jpg,GARBAGE,440,307,404,321
3,dec0438512ab328da52e60fbc9257541.jpg,GARBAGE,144,-26,408,318
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,448,373,239,200
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,456,412,214,180
10,cbe046fdaddf36af58e6ba4317304728.jpg,UNKEPT_FACADE,284,219,202,166
4,00777add05cbc205d216d5b502706c8a.jpg,CONSTRUCTION_ROAD,252,-31,224,107
4,7188e091f29b8f1e9abaaea18855decb.jpg,CONSTRUCTION_ROAD,473,-57,320,91
4,7188e091f29b8f1e9abaaea18855decb.jpg,CONSTRUCTION_ROAD,942,203,337,93
4,7188e091f29b8f1e9abaaea18855decb.jpg,CONSTRUCTION_ROAD,984,711,322,113
4,8748a09f5405acf41d625134ac52678d.jpg,CONSTRUCTION_ROAD,567,-75,326,97
4,8748a09f5405acf41d625134ac52678d.jpg,CONSTRUCTION_ROAD,925,309,323,105
3,261f31c736a606c6ad0f3f4d26c6d419.jpg,GARBAGE,335,166,205,124
0,379e9dc008e7e9774d0c25b6f554131b.jpg,GRAFFITI,344,-4,216,36
0,379e9dc008e7e9774d0c25b6f554131b.jpg,GRAFFITI,447,230,208,64
0,379e9dc008e7e9774d0c25b6f554131b.jpg,GRAFFITI,696,526,234,110
0,379e9dc008e7e9774d0c25b6f554131b.jpg,GRAFFITI,815,628,234,95
0,379e9dc008e7e9774d0c25b6f554131b.jpg,GRAFFITI,982,821,255,90
5,047ff0e021b70b642c192aae971c5cad.jpg,BROKEN_SIGNAGE,772,689,272,206
2,e59b6f71df05b7ff01458c65f587e89d.jpg,POTHOLES,148,87,355,303
2,e59b6f71df05b7ff01458c65f587e89d.jpg,POTHOLES,529,269,522,388
2,e59b6f71df05b7ff01458c65f587e89d.jpg,POTHOLES,716,471,520,395
9,dfc90657fd986f1553592de2829431f2.jpg,CLUTTER_SIDEWALK,599,-60,420,299
9,8992976a95408b5676ac1b189fa4aa13.jpg,CLUTTER_SIDEWALK,899,89,337,194
3,8992976a95408b5676ac1b189fa4aa13.jpg,GARBAGE,300,161,290,213
3,8992976a95408b5676ac1b189fa4aa13.jpg,GARBAGE,734,651,354,300
3,8992976a95408b5676ac1b189fa4aa13.jpg,GARBAGE,425,375,205,183
2,ec68f3dd632f677a6b397db98257be1e.jpg,POTHOLES,597,446,417,293
2,ec68f3dd632f677a6b397db98257be1e.jpg,POTHOLES,540,456,505,352
4,2887ca97e9340fd09045eb7c2680e32c.jpg,CONSTRUCTION_ROAD,565,-109,481,136
4,2887ca97e9340fd09045eb7c2680e32c.jpg,CONSTRUCTION_ROAD,1078,212,500,146
3,b5819488419b53de83deed09aee66cbf.jpg,GARBAGE,338,218,346,256
3,b5819488419b53de83deed09aee66cbf.jpg,GARBAGE,442,350,331,259
3,b5819488419b53de83deed09aee66cbf.jpg,GARBAGE,943,821,214,131
3,b5819488419b53de83deed09aee66cbf.jpg,GARBAGE,821,727,224,131
3,fc970a3a140ccbe44c4b9f8a2d1f3810.jpg,GARBAGE,707,625,374,317
3,fc970a3a140ccbe44c4b9f8a2d1f3810.jpg,GARBAGE,520,450,359,305
3,8866b3391c47cba6dcf74dc5f28b8597.jpg,GARBAGE,356,249,219,101
3,0da4f9d8e3a8e55630df17e0c55aeb0e.jpg,GARBAGE,390,292,242,169
3,0da4f9d8e3a8e55630df17e0c55aeb0e.jpg,GARBAGE,815,712,289,224
3,0da4f9d8e3a8e55630df17e0c55aeb0e.jpg,GARBAGE,875,794,324,250
3,0da4f9d8e3a8e55630df17e0c55aeb0e.jpg,GARBAGE,106,-4,289,213
3,0da4f9d8e3a8e55630df17e0c55aeb0e.jpg,GARBAGE,451,385,259,201
2,4f941c5dd498f0888c8f3360942c1bc8.jpg,POTHOLES,550,413,352,233
2,4f941c5dd498f0888c8f3360942c1bc8.jpg,POTHOLES,702,525,422,292
3,801a9f2f258244f260ee05b8009beda7.jpg,GARBAGE,855,732,335,259
3,801a9f2f258244f260ee05b8009beda7.jpg,GARBAGE,729,665,239,179
3,3ccc0b16232430452733cdc5dc0e8735.jpg,GARBAGE,139,46,379,302
3,3ccc0b16232430452733cdc5dc0e8735.jpg,GARBAGE,299,63,289,189
3,3ccc0b16232430452733cdc5dc0e8735.jpg,GARBAGE,331,241,347,275
8,698eba4b8fc2be25f47d9c5972e86718.jpg,SAND_ON_ROAD,847,729,261,200
8,698eba4b8fc2be25f47d9c5972e86718.jpg,SAND_ON_ROAD,938,801,273,184
3,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,169,7,192,134
3,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,277,154,194,145
3,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,423,230,200,109
3,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,576,441,198,122
3,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,972,825,192,130
3,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,820,739,157,111
3,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,733,614,174,107
3,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,697,567,200,110
9,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,CLUTTER_SIDEWALK,530,-110,322,164
9,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,CLUTTER_SIDEWALK,910,299,306,171
8,55a1eca3fd3b3a4eb92902648e772221.jpg,SAND_ON_ROAD,133,-6,295,204
0,f917dbd870272b0e6f04e3bc03f732d7.jpg,GRAFFITI,851,593,262,163
0,f917dbd870272b0e6f04e3bc03f732d7.jpg,GRAFFITI,1002,650,227,107
2,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,418,347,218,158
2,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,397,303,238,175
2,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,447,211,283,184
2,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,580,393,262,185
2,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,559,468,317,245
2,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,820,622,402,286
2,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,671,551,281,199
2,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,320,63,348,223
4,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,1009,500,411,17
4,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,667,425,308,91
4,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,502,334,227,129
4,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,381,311,203,149
4,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,267,189,224,164
4,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,232,105,236,164
4,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,189,-32,266,156
9,86247404ecebaf4a1e8279eddeab8ace.jpg,CLUTTER_SIDEWALK,682,-116,604,172
9,86247404ecebaf4a1e8279eddeab8ace.jpg,CLUTTER_SIDEWALK,1045,352,607,184
3,6facfbb68ec69bbbfd355b7754b03005.jpg,GARBAGE,917,734,373,280
3,6facfbb68ec69bbbfd355b7754b03005.jpg,GARBAGE,702,620,358,267
2,6facfbb68ec69bbbfd355b7754b03005.jpg,POTHOLES,953,765,472,324
2,6facfbb68ec69bbbfd355b7754b03005.jpg,POTHOLES,693,566,326,187
3,153c2309def951b374d4ffb88a78de65.jpg,GARBAGE,951,876,270,221
3,153c2309def951b374d4ffb88a78de65.jpg,GARBAGE,827,773,250,225
7,be7df5366ae4f0e4166da6fcb495cf09.jpg,BAD_BILLBOARD,542,-149,163,-13
3,be7df5366ae4f0e4166da6fcb495cf09.jpg,GARBAGE,408,314,212,161
3,be7df5366ae4f0e4166da6fcb495cf09.jpg,GARBAGE,366,287,219,145
0,944c2aecb39e3e017bb0567d6557f408.jpg,GRAFFITI,203,87,171,96
0,944c2aecb39e3e017bb0567d6557f408.jpg,GRAFFITI,120,-33,168,64
3,944c2aecb39e3e017bb0567d6557f408.jpg,GARBAGE,67,6,231,169
8,8ca82b352ccdf53bda7508a06aeb213f.jpg,SAND_ON_ROAD,494,375,264,177
3,8ca82b352ccdf53bda7508a06aeb213f.jpg,GARBAGE,834,617,224,113
3,8ca82b352ccdf53bda7508a06aeb213f.jpg,GARBAGE,741,582,250,119
3,8ca82b352ccdf53bda7508a06aeb213f.jpg,GARBAGE,418,224,273,169
3,71415635b690e256b5555639eecc3ade.jpg,GARBAGE,581,510,299,230
3,2120009c1a69aed35dac55bae85f01b5.jpg,GARBAGE,245,172,200,145
3,2120009c1a69aed35dac55bae85f01b5.jpg,GARBAGE,203,138,207,171
3,2120009c1a69aed35dac55bae85f01b5.jpg,GARBAGE,170,112,274,213
3,2120009c1a69aed35dac55bae85f01b5.jpg,GARBAGE,85,1,269,208
4,6af9e8843f209424c06f4849afb1ffdc.jpg,CONSTRUCTION_ROAD,565,385,247,164
4,6af9e8843f209424c06f4849afb1ffdc.jpg,CONSTRUCTION_ROAD,561,313,466,174
9,84e7a5b44e7eef3b8bd4478eaba08f0a.jpg,CLUTTER_SIDEWALK,983,582,321,172
3,5a96184152b93c81a9817e732ad9dc1c.jpg,GARBAGE,704,642,286,249
4,75fff2039c5b6e778e69a10afa07f9e3.jpg,CONSTRUCTION_ROAD,1010,532,390,82
4,75fff2039c5b6e778e69a10afa07f9e3.jpg,CONSTRUCTION_ROAD,984,29,543,113
4,752f8407dcaccb47ad74bc98d0988dcd.jpg,CONSTRUCTION_ROAD,476,239,243,139
4,752f8407dcaccb47ad74bc98d0988dcd.jpg,CONSTRUCTION_ROAD,439,-48,320,142
4,45701c21f4530b8b4c96775f99631f56.jpg,CONSTRUCTION_ROAD,318,-31,282,125
4,45701c21f4530b8b4c96775f99631f56.jpg,CONSTRUCTION_ROAD,426,355,220,162
3,49ea379b685d69d8a1ca2503bcfbd8ef.jpg,GARBAGE,994,742,279,173
9,55b8ec98df0f575f75598a94eeea9adb.jpg,CLUTTER_SIDEWALK,514,123,217,132
3,55b8ec98df0f575f75598a94eeea9adb.jpg,GARBAGE,599,535,221,165
9,2b22fe545af4b310042e7f3f0439597b.jpg,CLUTTER_SIDEWALK,558,-66,398,152
9,2b22fe545af4b310042e7f3f0439597b.jpg,CLUTTER_SIDEWALK,989,258,413,155
3,d30c788970e0bcd28db2ad74a9b98bc6.jpg,GARBAGE,226,93,289,207
3,d30c788970e0bcd28db2ad74a9b98bc6.jpg,GARBAGE,421,303,365,276
4,bb29a3d5dbd27dc000dc3355cfdd091b.jpg,CONSTRUCTION_ROAD,321,-86,159,41
0,ab55e65f557540aa4aa59f54aabb4c61.jpg,GRAFFITI,472,375,162,116
0,ab55e65f557540aa4aa59f54aabb4c61.jpg,GRAFFITI,644,522,171,115
3,546aac3fd71c73f5133fb50182f14a12.jpg,GARBAGE,398,331,404,356
3,546aac3fd71c73f5133fb50182f14a12.jpg,GARBAGE,468,385,446,401
3,546aac3fd71c73f5133fb50182f14a12.jpg,GARBAGE,758,648,463,391
9,546aac3fd71c73f5133fb50182f14a12.jpg,CLUTTER_SIDEWALK,1046,448,435,285
9,546aac3fd71c73f5133fb50182f14a12.jpg,CLUTTER_SIDEWALK,433,-107,438,309
7,546aac3fd71c73f5133fb50182f14a12.jpg,BAD_BILLBOARD,789,466,238,138
7,546aac3fd71c73f5133fb50182f14a12.jpg,BAD_BILLBOARD,941,827,234,140
0,892f7989a92892ad7c6a9cd437f97744.jpg,GRAFFITI,120,12,264,200
0,892f7989a92892ad7c6a9cd437f97744.jpg,GRAFFITI,159,98,263,209
0,892f7989a92892ad7c6a9cd437f97744.jpg,GRAFFITI,285,160,271,217
0,892f7989a92892ad7c6a9cd437f97744.jpg,GRAFFITI,507,227,302,209
0,892f7989a92892ad7c6a9cd437f97744.jpg,GRAFFITI,567,528,290,243
0,892f7989a92892ad7c6a9cd437f97744.jpg,GRAFFITI,814,731,288,242
3,2760b01cfbb9be8db13f4585f5aca087.jpg,GARBAGE,119,74,385,329
3,2760b01cfbb9be8db13f4585f5aca087.jpg,GARBAGE,244,193,366,318
9,9e3c9ae0d3e6390d8d12db242e06bc57.jpg,CLUTTER_SIDEWALK,987,651,258,142
9,9e3c9ae0d3e6390d8d12db242e06bc57.jpg,CLUTTER_SIDEWALK,675,337,250,162
9,9e3c9ae0d3e6390d8d12db242e06bc57.jpg,CLUTTER_SIDEWALK,348,-37,274,164
4,7897750881658a835e80ad2b0df3a8e6.jpg,CONSTRUCTION_ROAD,748,338,264,155
2,591762aa102de89453eabf50d577f616.jpg,POTHOLES,544,456,356,244
2,591762aa102de89453eabf50d577f616.jpg,POTHOLES,425,304,410,308
2,591762aa102de89453eabf50d577f616.jpg,POTHOLES,370,176,466,360
2,591762aa102de89453eabf50d577f616.jpg,POTHOLES,273,87,512,405
2,591762aa102de89453eabf50d577f616.jpg,POTHOLES,222,96,382,325
3,369c06dc4f43907bcfd7ce53f7d72818.jpg,GARBAGE,360,296,284,234
7,a1ded5bcc408a18c29532d9126f33396.jpg,BAD_BILLBOARD,395,197,229,40
3,131db322ef38c0d60d862920045a38f3.jpg,GARBAGE,213,44,319,241
3,131db322ef38c0d60d862920045a38f3.jpg,GARBAGE,799,677,363,285
3,131db322ef38c0d60d862920045a38f3.jpg,GARBAGE,913,771,392,302
8,bd845730ddaa69da9f5b45eca35b03f5.jpg,SAND_ON_ROAD,597,368,226,137
8,bd845730ddaa69da9f5b45eca35b03f5.jpg,SAND_ON_ROAD,758,555,210,99
8,bd845730ddaa69da9f5b45eca35b03f5.jpg,SAND_ON_ROAD,943,709,195,92
9,bd845730ddaa69da9f5b45eca35b03f5.jpg,CLUTTER_SIDEWALK,463,-71,405,214
9,bd845730ddaa69da9f5b45eca35b03f5.jpg,CLUTTER_SIDEWALK,977,256,369,191
2,8e60339d52c07e2fd569c5481d2edd8c.jpg,POTHOLES,462,320,421,308
2,8e60339d52c07e2fd569c5481d2edd8c.jpg,POTHOLES,674,539,378,300
0,de8c1b34efab43b9489af9acf0e4dca1.jpg,GRAFFITI,358,219,122,-21
0,de8c1b34efab43b9489af9acf0e4dca1.jpg,GRAFFITI,468,304,301,41
0,de8c1b34efab43b9489af9acf0e4dca1.jpg,GRAFFITI,576,385,301,-59
0,de8c1b34efab43b9489af9acf0e4dca1.jpg,GRAFFITI,992,391,313,-62
4,f5360e0dca189497662f5217f867557a.jpg,CONSTRUCTION_ROAD,331,104,291,178
4,f5360e0dca189497662f5217f867557a.jpg,CONSTRUCTION_ROAD,346,-69,390,165
4,f5360e0dca189497662f5217f867557a.jpg,CONSTRUCTION_ROAD,759,114,398,185
3,c76cdafd59b9172547a8b0a028cae159.jpg,GARBAGE,862,795,415,361
4,bdb363c7a891be21216762dec8c51521.jpg,CONSTRUCTION_ROAD,332,59,245,98
4,bdb363c7a891be21216762dec8c51521.jpg,CONSTRUCTION_ROAD,432,328,209,165
2,59faa50e7534ba0f0ff8a8600cf18e80.jpg,POTHOLES,552,374,507,258
9,0edd4a0e72c4804b4234db4d62b1290a.jpg,CLUTTER_SIDEWALK,563,66,336,192
3,0edd4a0e72c4804b4234db4d62b1290a.jpg,GARBAGE,316,240,204,172
4,364a72b6a7aaa3537d8906cec380dde2.jpg,CONSTRUCTION_ROAD,470,-74,418,158
4,364a72b6a7aaa3537d8906cec380dde2.jpg,CONSTRUCTION_ROAD,735,240,422,178
4,364a72b6a7aaa3537d8906cec380dde2.jpg,CONSTRUCTION_ROAD,1013,517,443,156
10,6eade6e8ad45f4336977a3c732f7f71c.jpg,UNKEPT_FACADE,412,178,267,155
3,a4e2a462c65129883d6610be733f1f87.jpg,GARBAGE,349,160,174,46
5,8d6e2ae8b0581bbf26c5180f88dd6f5b.jpg,BROKEN_SIGNAGE,666,257,320,151
2,e274d19285ed2819b3bc4507fb4e52db.jpg,POTHOLES,689,534,443,347
2,e274d19285ed2819b3bc4507fb4e52db.jpg,POTHOLES,775,608,549,384
2,e274d19285ed2819b3bc4507fb4e52db.jpg,POTHOLES,573,480,345,238
3,e274d19285ed2819b3bc4507fb4e52db.jpg,GARBAGE,377,288,308,236
3,e274d19285ed2819b3bc4507fb4e52db.jpg,GARBAGE,263,171,392,325
4,ccd930a62979981a48c7d6b2014807db.jpg,CONSTRUCTION_ROAD,471,-75,362,126
4,ccd930a62979981a48c7d6b2014807db.jpg,CONSTRUCTION_ROAD,1071,258,393,108
7,ccd930a62979981a48c7d6b2014807db.jpg,BAD_BILLBOARD,442,-84,261,10
7,ccd930a62979981a48c7d6b2014807db.jpg,BAD_BILLBOARD,806,225,283,-4
7,ccd930a62979981a48c7d6b2014807db.jpg,BAD_BILLBOARD,1050,556,270,10
3,91895c55ab254c21a476b1a02162be96.jpg,GARBAGE,835,620,326,204
3,91895c55ab254c21a476b1a02162be96.jpg,GARBAGE,889,755,324,203
3,91895c55ab254c21a476b1a02162be96.jpg,GARBAGE,988,831,353,262
3,91895c55ab254c21a476b1a02162be96.jpg,GARBAGE,973,701,384,273
9,9584b554b84da4a767fca16611affaf4.jpg,CLUTTER_SIDEWALK,229,-48,302,207
9,9584b554b84da4a767fca16611affaf4.jpg,CLUTTER_SIDEWALK,342,151,267,204
9,9584b554b84da4a767fca16611affaf4.jpg,CLUTTER_SIDEWALK,439,296,239,199
2,c94ce40c7d1da7a9479b1f2f18100123.jpg,POTHOLES,658,445,404,271
2,c94ce40c7d1da7a9479b1f2f18100123.jpg,POTHOLES,194,-20,413,314
2,c94ce40c7d1da7a9479b1f2f18100123.jpg,POTHOLES,489,290,383,308
